Batch 0: Loss: 0.6381527781486511, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.2022925764322281, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.7600134611129761, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 1.629664421081543, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.2350042760372162, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.6804389953613281, Acc: 50.00%, Labels: [0, 1]
Batch 3: Loss: 0.9124657511711121, Acc: 50.00%, Labels: [0, 1]
Batch 4: Loss: 0.6832690238952637, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.8283066153526306, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.27375319600105286, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2704986333847046, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.5631645321846008, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.32528918981552124, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.646838903427124, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.3349449932575226, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.667997419834137, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.7394989132881165, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.37115782499313354, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.946690559387207, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.44580018520355225, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.9631861448287964, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.43822649121284485, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.4448264241218567, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.4234946370124817, Acc: 100.00%, Labels: [0, 1]
Batch 8: Loss: 0.45303112268447876, Acc: 100.00%, Labels: [0, 1]
Batch 8: Loss: 0.4490833878517151, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.43900665640830994, Acc: 100.00%, Labels: [0, 1]
Batch 9: Loss: 0.4877970516681671, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.473171204328537, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.0831012725830078, Acc: 0.00%, Labels: [1, 0]
Batch 9: Loss: 0.5574370622634888, Acc: 50.00%, Labels: [1, 1]
Batch 10: Loss: 0.47759953141212463, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.5289056897163391, Acc: 50.00%, Labels: [1, 1]
Batch 10: Loss: 0.4483659863471985, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.5185288786888123, Acc: 50.00%, Labels: [1, 1]
Batch 11: Loss: 0.40010887384414673, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.1338332891464233, Acc: 0.00%, Labels: [0, 0]
Batch 11: Loss: 0.45559200644493103, Acc: 50.00%, Labels: [1, 1]
Batch 11: Loss: 0.46913808584213257, Acc: 50.00%, Labels: [1, 1]
Batch 12: Loss: 0.32390815019607544, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.31657105684280396, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.32238027453422546, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.31643927097320557, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.3286536633968353, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.3006119430065155, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.8910014629364014, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.33405548334121704, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.6029844284057617, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.6718118786811829, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 1.3274836540222168, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.20504561066627502, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.18804685771465302, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.17459619045257568, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 1.8608955144882202, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 1.8670251369476318, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.17413018643856049, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.17589831352233887, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.17167071998119354, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.1593804657459259, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.15837077796459198, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.14311835169792175, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 2.0033373832702637, Acc: 0.00%, Labels: [0, 0]
Batch 4: Loss: 1.2072018384933472, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.13816453516483307, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.9797376394271851, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.12578356266021729, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.16798487305641174, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.0257351398468018, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.13746528327465057, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.15324871242046356, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.12779900431632996, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.12106874585151672, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 2.082631826400757, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.1319572925567627, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.13118945062160492, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 2.0758025646209717, Acc: 0.00%, Labels: [0, 0]
Batch 8: Loss: 0.16340592503547668, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.13203270733356476, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 1.11764395236969, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.13945303857326508, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.3788498640060425, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.165311798453331, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.14861777424812317, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.9504857063293457, Acc: 0.00%, Labels: [0, 0]
Batch 10: Loss: 0.9577961564064026, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.7494654059410095, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.7573368549346924, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.21753022074699402, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.316396713256836, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.2180265337228775, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.5864236950874329, Acc: 50.00%, Labels: [1, 0]
Batch 12: Loss: 0.23985455930233002, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.23840638995170593, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.23452594876289368, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.24028833210468292, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.7529009580612183, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.3094669282436371, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.0845510959625244, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.6401621103286743, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 1.0332080125808716, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.8365691304206848, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.7181015014648438, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.35586676001548767, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.489358127117157, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.6674768328666687, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.41301631927490234, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.41240113973617554, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.0174543857574463, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.46575677394866943, Acc: 100.00%, Labels: [0, 1]
Batch 3: Loss: 0.5559166073799133, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.9492190480232239, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.5054111480712891, Acc: 100.00%, Labels: [1, 0]
Batch 4: Loss: 0.542279839515686, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.5491582155227661, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.560518205165863, Acc: 50.00%, Labels: [1, 1]
Batch 5: Loss: 0.5864485502243042, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.5955995917320251, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.4270428717136383, Acc: 100.00%, Labels: [0, 1]
Batch 5: Loss: 0.6393918395042419, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.5966587662696838, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.6160938739776611, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.6244518756866455, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.43500852584838867, Acc: 100.00%, Labels: [0, 1]
Batch 7: Loss: 0.5169685482978821, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.5594313740730286, Acc: 50.00%, Labels: [1, 1]
Batch 7: Loss: 0.5366981029510498, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.7303003072738647, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.4451795220375061, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.4518497586250305, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.472660094499588, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.42779409885406494, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.2749097347259521, Acc: 0.00%, Labels: [0, 0]
Batch 9: Loss: 0.33471763134002686, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.319565087556839, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.5500779151916504, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.2408437728881836, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.628862738609314, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 1.138157606124878, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.6876110434532166, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.7346996665000916, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.22884652018547058, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.8364769816398621, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.21768984198570251, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 1.8859398365020752, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.15325668454170227, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.15462331473827362, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.15250042080879211, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.2047455608844757, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.16179095208644867, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.21453097462654114, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.2711386680603027, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.980654776096344, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.15632419288158417, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.16342145204544067, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.6765245199203491, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.14993366599082947, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.14165031909942627, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.1232738122344017, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.7448490262031555, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.14935535192489624, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.14545293152332306, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.7834687232971191, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.8660567998886108, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 1.048893928527832, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.1175069659948349, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 1.985213041305542, Acc: 0.00%, Labels: [0, 0]
Batch 4: Loss: 1.0049238204956055, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 1.4332952499389648, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 1.4561610221862793, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.6719698905944824, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.23439094424247742, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.20262503623962402, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.22686296701431274, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.5850837230682373, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.6069047451019287, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 1.1885387897491455, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.260235458612442, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.19559012353420258, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.7361773252487183, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 1.1727322340011597, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 1.4305694103240967, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.5380049347877502, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.3677438199520111, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.4173681139945984, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 0.38016584515571594, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.3671260178089142, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 1.138016939163208, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.37670400738716125, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 1.144535779953003, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.3999747633934021, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.32486194372177124, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.4215850234031677, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 1.2770802974700928, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.37165743112564087, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.9525916576385498, Acc: 50.00%, Labels: [1, 0]
Batch 12: Loss: 0.32924404740333557, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 1.2361292839050293, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.34893253445625305, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.3328467309474945, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.9679436683654785, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.3947626054286957, Acc: 100.00%, Labels: [0, 1]
Batch 0: Loss: 0.3777795433998108, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 1.0446534156799316, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.5095114707946777, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.39868730306625366, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.39651986956596375, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.5148972272872925, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.3585014045238495, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.49720078706741333, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.38382023572921753, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.38364458084106445, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.36165851354599, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.3547574579715729, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.31759464740753174, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.5892983078956604, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.30816251039505005, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.30345839262008667, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.30081629753112793, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 1.366562843322754, Acc: 0.00%, Labels: [0, 0]
Batch 5: Loss: 0.8459810018539429, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.27082252502441406, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.27421146631240845, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.2815859615802765, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.23337388038635254, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 1.5915253162384033, Acc: 0.00%, Labels: [0, 0]
Batch 6: Loss: 0.9396098256111145, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 1.0177464485168457, Acc: 50.00%, Labels: [0, 1]
Batch 7: Loss: 0.7893500328063965, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.7514459490776062, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 1.5821402072906494, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 0.22503381967544556, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.24400661885738373, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.7015167474746704, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 0.812262237071991, Acc: 50.00%, Labels: [0, 1]
Batch 8: Loss: 1.0339514017105103, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.26984161138534546, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.7800905108451843, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.272895872592926, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.26006096601486206, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.30995267629623413, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.7546693086624146, Acc: 50.00%, Labels: [0, 1]
Batch 10: Loss: 0.32799145579338074, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.3175162076950073, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3079158663749695, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.2964802384376526, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3062508702278137, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.3068264126777649, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 1.4569329023361206, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.4517208337783813, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 1.4429757595062256, Acc: 0.00%, Labels: [0]
Batch 12: Loss: 0.2607138454914093, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.33918678760528564, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.3257294297218323, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.33489489555358887, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.7392423748970032, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.580439031124115, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.5906469821929932, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.3295971751213074, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 0.5793113112449646, Acc: 50.00%, Labels: [1, 0]
Batch 2: Loss: 0.3727988004684448, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.5642500519752502, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.385049045085907, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.9032976627349854, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.41795971989631653, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.4250560402870178, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 1.1391799449920654, Acc: 0.00%, Labels: [0, 0]
Batch 3: Loss: 0.46398061513900757, Acc: 50.00%, Labels: [1, 1]
Batch 4: Loss: 0.415408194065094, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.45801490545272827, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.46852371096611023, Acc: 50.00%, Labels: [1, 0]
Batch 4: Loss: 0.9735419750213623, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.7634649872779846, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.47076839208602905, Acc: 50.00%, Labels: [1, 1]
Batch 5: Loss: 0.5538052320480347, Acc: 50.00%, Labels: [0, 1]
Batch 5: Loss: 0.4481247067451477, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.4224971830844879, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.4699860215187073, Acc: 50.00%, Labels: [1, 1]
Batch 6: Loss: 0.43417292833328247, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.43045705556869507, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 1.2625247240066528, Acc: 0.00%, Labels: [0, 0]
Batch 7: Loss: 1.0975375175476074, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.3260824680328369, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.37603360414505005, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.3117252588272095, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.5698620080947876, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 1.0462936162948608, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.5484890937805176, Acc: 50.00%, Labels: [0, 1]
Batch 9: Loss: 1.0258476734161377, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.6646830439567566, Acc: 50.00%, Labels: [1, 0]
Batch 9: Loss: 0.3145305812358856, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.31355443596839905, Acc: 100.00%, Labels: [1, 1]
Batch 10: Loss: 0.5547125339508057, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.8079292178153992, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 1.0293517112731934, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.6393694877624512, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.2798406183719635, Acc: 100.00%, Labels: [1, 1]
Batch 11: Loss: 0.9464511275291443, Acc: 50.00%, Labels: [1, 0]
Batch 11: Loss: 0.8091973662376404, Acc: 50.00%, Labels: [0, 1]
Batch 11: Loss: 0.3322770297527313, Acc: 100.00%, Labels: [1, 1]
Batch 12: Loss: 0.26385697722435, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.2560473084449768, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.24331353604793549, Acc: 100.00%, Labels: [1]
Batch 12: Loss: 0.26787063479423523, Acc: 100.00%, Labels: [1]
Batch 0: Loss: 0.2581329345703125, Acc: 100.00%, Labels: [1, 1]
Batch 0: Loss: 0.642108678817749, Acc: 50.00%, Labels: [0, 1]
Batch 0: Loss: 0.9550178647041321, Acc: 50.00%, Labels: [1, 0]
Batch 0: Loss: 0.9285050630569458, Acc: 50.00%, Labels: [1, 0]
Batch 1: Loss: 0.9168052673339844, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.8402512073516846, Acc: 50.00%, Labels: [0, 1]
Batch 1: Loss: 0.2629167139530182, Acc: 100.00%, Labels: [1, 1]
Batch 1: Loss: 1.503027319908142, Acc: 0.00%, Labels: [0, 0]
Batch 2: Loss: 0.8736585378646851, Acc: 50.00%, Labels: [0, 1]
Batch 2: Loss: 0.24639257788658142, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.24544432759284973, Acc: 100.00%, Labels: [1, 1]
Batch 2: Loss: 0.7161642909049988, Acc: 50.00%, Labels: [1, 0]
Batch 3: Loss: 0.27283814549446106, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.2812749147415161, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.28308382630348206, Acc: 100.00%, Labels: [1, 1]
Batch 3: Loss: 0.2831151485443115, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2750109136104584, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.2759350836277008, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 0.27009400725364685, Acc: 100.00%, Labels: [1, 1]
Batch 4: Loss: 1.4991707801818848, Acc: 0.00%, Labels: [0, 0]
Batch 5: Loss: 0.2642521262168884, Acc: 100.00%, Labels: [1, 1]
Batch 5: Loss: 0.7954502701759338, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.877107560634613, Acc: 50.00%, Labels: [1, 0]
Batch 5: Loss: 0.27717146277427673, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.8436318635940552, Acc: 50.00%, Labels: [0, 1]
Batch 6: Loss: 0.7840011119842529, Acc: 50.00%, Labels: [1, 0]
Batch 6: Loss: 0.26193174719810486, Acc: 100.00%, Labels: [1, 1]
Batch 6: Loss: 0.2551223933696747, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.2498372346162796, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.7600653767585754, Acc: 50.00%, Labels: [1, 0]
Batch 7: Loss: 0.2626516819000244, Acc: 100.00%, Labels: [1, 1]
Batch 7: Loss: 0.24633505940437317, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.25597578287124634, Acc: 100.00%, Labels: [1, 1]
Batch 8: Loss: 0.8217324018478394, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.9838733077049255, Acc: 50.00%, Labels: [1, 0]
Batch 8: Loss: 0.2559354901313782, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.22277799248695374, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.21994391083717346, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.23666083812713623, Acc: 100.00%, Labels: [1, 1]
Batch 9: Loss: 0.8751723170280457, Acc: 50.00%, Labels: [1, 0]
Batch 10: Loss: 0.22731465101242065, Acc: 100.00%, Labels: [1, 1]
